Index,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
5684,5,83,Yes,8,3,71
5685,4,79,No,8,5,65
5686,8,92,No,8,8,87
5687,4,61,Yes,9,9,47
5688,6,57,Yes,6,5,42
5689,2,87,No,6,6,62
5690,5,68,No,6,5,54
5691,6,82,Yes,5,6,71
5692,5,55,Yes,7,0,42
5693,2,85,Yes,9,5,64
5694,7,74,No,9,8,70
5695,4,92,Yes,8,2,77
5696,8,73,No,4,5,62
5697,7,42,No,6,3,28
5698,7,43,Yes,9,6,36
5699,9,93,Yes,9,6,92
5700,1,44,No,4,8,18
5701,6,49,Yes,8,3,37
5702,6,91,Yes,9,7,81
5703,6,68,No,9,7,57
5704,6,71,Yes,7,7,61
5705,7,70,No,4,7,62
5706,6,41,No,8,5,27
5707,1,51,Yes,8,7,26
5708,3,66,No,6,5,48
5709,2,44,No,7,9,18
5710,6,76,Yes,8,1,66
5711,8,66,No,7,2,59
5712,3,62,Yes,6,5,41
5713,8,72,No,4,6,64
5714,8,43,No,9,3,40
5715,5,98,No,9,0,84
5716,8,60,No,5,3,51
5717,6,63,No,5,5,49
5718,5,83,No,5,7,67
5719,9,70,No,9,3,70
5720,7,83,Yes,7,9,75
5721,8,87,No,5,0,80
5722,1,63,Yes,4,4,35
5723,2,88,No,8,6,65
5724,8,92,No,7,5,86
5725,9,49,Yes,9,2,45
5726,4,88,Yes,4,6,69
5727,9,88,Yes,9,3,86
5728,4,89,No,7,4,75
5729,9,41,Yes,7,6,39
5730,7,70,No,7,1,59
5731,2,64,No,6,3,42
5732,9,43,Yes,8,3,42
5733,4,90,No,5,5,70
5734,8,50,Yes,6,6,48
5735,7,56,Yes,8,3,49
5736,7,83,Yes,9,9,78
5737,8,41,Yes,5,0,34
5738,1,45,No,6,0,18
5739,5,48,No,6,4,33
5740,2,44,Yes,4,0,20
5741,2,59,Yes,6,2,35
5742,1,68,No,7,8,46
5743,5,60,No,9,2,42
5744,2,48,Yes,6,2,23
5745,4,67,No,7,8,51
5746,3,94,No,8,4,75
5747,3,47,No,8,7,27
5748,2,70,No,7,9,48
5749,6,59,Yes,4,8,45
5750,2,66,No,4,5,40
5751,8,47,Yes,8,6,42
5752,8,93,Yes,9,6,90
5753,5,60,Yes,6,6,45
5754,7,67,No,8,3,55
5755,4,62,No,8,1,45
5756,1,45,Yes,7,1,20
5757,2,42,No,4,6,15
5758,4,44,Yes,9,9,28
5759,1,48,Yes,7,6,25
5760,8,46,No,8,9,39
5761,9,99,No,5,6,96
5762,4,43,No,6,7,24
5763,3,78,Yes,8,2,63
5764,2,44,Yes,7,4,19
5765,5,50,No,5,5,31
5766,3,54,Yes,5,7,35
5767,7,73,Yes,8,7,65
5768,6,52,Yes,9,9,41
5769,1,93,No,4,2,65
5770,8,87,No,5,3,83
5771,2,46,No,6,5,22
5772,5,79,Yes,7,3,68
5773,9,45,No,7,9,40
5774,8,95,Yes,7,3,92
5775,2,78,Yes,8,4,54
5776,9,89,Yes,7,9,90
5777,5,69,No,7,6,57
5778,6,61,Yes,6,1,47
5779,3,64,No,4,1,43
5780,3,67,Yes,9,9,50
5781,8,93,No,8,8,91
5782,2,59,No,8,3,34
5783,2,78,No,7,4,54
5784,5,42,No,6,2,26
5785,6,44,No,5,1,34
5786,2,40,No,7,9,18
5787,5,54,No,7,7,38
5788,7,65,No,8,3,57
5789,8,42,Yes,8,0,34
5790,7,79,Yes,7,5,68
5791,8,96,Yes,8,5,92
5792,9,80,Yes,6,1,77
5793,5,86,Yes,5,1,71
5794,5,81,No,5,7,67
5795,4,73,No,5,6,59
5796,9,91,No,7,1,91
5797,5,44,No,9,9,29
5798,2,70,No,7,0,48
5799,8,90,Yes,7,7,90
5800,7,52,Yes,6,9,48
5801,8,82,No,5,1,77
5802,3,40,Yes,8,4,20
5803,4,61,Yes,8,5,42
5804,5,54,No,4,9,37
5805,6,65,No,4,0,52
5806,1,57,Yes,9,1,33
5807,4,87,Yes,8,9,72
5808,5,48,No,5,3,34
5809,7,40,Yes,7,1,33
5810,5,82,No,8,5,71
5811,1,48,Yes,9,3,25
5812,7,62,Yes,9,2,55
5813,8,82,No,8,5,76
5814,7,84,Yes,4,8,76
5815,4,97,No,5,7,81
5816,8,41,Yes,8,1,35
5817,5,53,Yes,7,2,35
5818,9,77,No,7,1,74
5819,5,79,Yes,6,9,66
5820,1,57,No,7,6,31
5821,9,55,No,8,8,54
5822,5,92,Yes,8,0,79
5823,6,68,No,7,2,58
5824,4,83,No,4,5,66
5825,6,50,No,5,3,36
5826,8,45,Yes,9,9,44
5827,3,42,No,8,9,26
5828,5,53,No,7,0,37
5829,2,99,Yes,9,8,82
5830,2,41,No,7,6,18
5831,7,71,No,8,6,66
5832,6,70,No,6,0,60
5833,4,50,Yes,5,8,32
5834,5,61,Yes,8,7,51
5835,1,42,Yes,9,9,18
5836,7,89,Yes,7,4,82
5837,8,70,Yes,6,3,66
5838,9,72,Yes,8,0,69
5839,8,63,No,5,8,59
5840,5,40,Yes,6,7,26
5841,3,83,Yes,9,1,63
5842,9,54,Yes,7,3,52
5843,6,76,Yes,4,3,66
5844,5,66,No,5,6,51
5845,3,77,No,6,2,54
5846,6,87,Yes,8,7,77
5847,3,66,No,8,6,45
5848,6,83,Yes,6,9,77
5849,4,51,No,8,3,32
5850,2,42,Yes,6,8,15
5851,8,69,Yes,5,5,62
5852,4,71,Yes,8,2,55
5853,9,62,Yes,5,6,59
5854,7,41,No,7,5,32
5855,2,46,Yes,7,7,21
5856,4,73,No,7,4,56
5857,5,71,No,7,5,55
5858,3,92,No,8,0,74
5859,9,78,Yes,6,7,74
5860,5,71,No,8,0,56
5861,2,82,No,9,2,58
5862,3,82,No,8,1,64
5863,9,53,Yes,5,5,49
5864,7,42,No,6,7,31
5865,2,85,Yes,4,7,64
5866,9,71,No,4,6,63
5867,4,82,No,6,6,66
5868,9,75,Yes,4,7,73
5869,2,56,Yes,6,4,38
5870,4,87,No,5,2,70
5871,5,42,Yes,5,1,27
5872,2,96,No,8,2,72
5873,1,49,No,4,2,21
5874,7,92,Yes,6,6,85
5875,1,86,Yes,5,0,62
5876,8,79,Yes,8,6,73
5877,3,57,No,4,5,32
5878,6,42,No,4,9,30
5879,7,78,No,4,1,64
5880,1,49,Yes,5,9,25
5881,6,91,Yes,5,0,82
5882,7,48,Yes,4,8,41
5883,6,85,No,5,1,71
5884,4,94,Yes,4,3,79
5885,1,85,Yes,7,8,59
5886,9,50,No,5,8,45
5887,4,99,Yes,6,0,84
5888,7,72,Yes,5,1,62
5889,7,75,No,4,1,65
5890,2,65,No,6,1,43
5891,1,66,No,8,7,39
5892,8,77,No,6,7,70
5893,8,61,No,6,9,54
5894,7,65,No,5,7,55
5895,8,61,Yes,9,3,55
5896,3,44,Yes,6,7,25
5897,2,74,No,6,6,52
5898,7,41,No,4,7,31
5899,8,74,Yes,5,0,68
5900,1,48,No,4,2,19
5901,9,90,No,5,9,87
5902,4,90,Yes,8,5,71
5903,4,88,Yes,9,0,74
5904,3,57,No,6,3,35
5905,6,82,No,5,8,69
5906,1,51,Yes,6,6,24
5907,6,42,No,6,0,29
5908,2,57,Yes,7,5,34
5909,9,95,Yes,4,5,93
5910,2,77,No,9,1,52
5911,7,46,Yes,5,5,37
5912,1,72,Yes,8,9,49
5913,7,45,Yes,9,1,38
5914,5,57,No,7,7,44
5915,8,84,No,4,6,75
5916,4,,No,8,5,44
5917,7,90,Yes,8,9,84
5918,6,78,Yes,6,5,65
5919,5,90,No,4,8,75
5920,4,48,Yes,7,8,29
5921,7,74,Yes,5,9,67
5922,5,62,No,5,9,50
5923,5,51,Yes,7,1,38
5924,1,91,Yes,6,2,66
5925,2,63,Yes,6,9,42
5926,5,89,Yes,8,6,76
5927,3,79,Yes,4,9,64
5928,2,48,Yes,8,8,26
5929,4,52,No,5,5,31
5930,4,79,No,7,0,63
5931,4,93,Yes,4,6,77
5932,4,81,No,7,0,61
5933,3,56,No,4,4,33
5934,7,46,No,9,8,39
5935,9,56,Yes,5,9,52
5936,5,94,No,5,9,82
5937,4,89,Yes,9,8,73
5938,2,63,No,4,0,37
5939,2,41,No,6,5,16
5940,5,74,Yes,4,2,59
5941,7,67,No,5,8,59
5942,9,58,Yes,7,2,56
5943,7,72,No,8,1,59
5944,5,60,No,7,7,46
5945,6,92,No,5,2,80
5946,3,49,No,7,4,30
5947,5,92,Yes,6,5,78
5948,8,85,Yes,6,9,81
5949,1,84,No,4,9,57
5950,1,48,Yes,7,0,24
5951,7,77,No,7,6,66
5952,5,45,Yes,5,6,31
5953,5,90,Yes,4,4,73
5954,1,92,Yes,4,8,66
5955,9,81,No,7,1,78
5956,1,94,Yes,8,4,66
5957,5,74,Yes,7,1,57
5958,9,57,No,7,1,50
5959,4,92,No,7,8,77
5960,8,58,No,6,6,54
5961,6,44,Yes,9,3,30
5962,3,64,Yes,4,7,43
5963,4,50,Yes,9,3,34
5964,2,49,Yes,6,0,26
5965,1,56,Yes,8,9,36
5966,8,75,Yes,5,2,69
5967,1,65,No,8,9,39
5968,1,70,Yes,4,0,44
5969,4,71,Yes,5,1,56
5970,6,60,Yes,9,1,47
5971,9,57,No,8,6,56
5972,1,99,Yes,4,3,73
5973,7,57,No,8,9,48
5974,5,40,Yes,5,8,24
5975,8,53,No,5,1,49
5976,7,47,No,8,8,41
5977,4,41,No,6,5,24
5978,4,90,Yes,8,9,72
5979,6,54,No,9,7,45
5980,6,99,Yes,8,6,92
5981,9,73,No,8,7,68
5982,5,75,Yes,6,8,62
5983,8,40,No,7,7,36
5984,5,90,No,5,5,77
5985,2,60,Yes,9,7,40
5986,6,81,No,4,7,69
5987,9,40,Yes,5,1,38
5988,3,71,No,5,1,50
5989,1,59,No,7,0,33
5990,1,93,Yes,5,9,69
5991,3,86,Yes,5,1,63
5992,5,75,Yes,6,6,59
5993,3,78,No,6,2,54
5994,9,69,Yes,6,3,65
5995,8,46,Yes,6,3,41
5996,3,61,No,6,3,41
5997,9,96,Yes,9,1,94
5998,6,89,Yes,4,5,80
5999,7,84,No,7,0,74
6000,4,49,No,8,4,33
6001,4,95,No,9,1,78
6002,2,47,No,6,8,21
6003,5,66,No,7,1,49
6004,8,49,Yes,8,5,43
6005,7,53,No,5,3,40
6006,7,85,No,9,5,77
6007,6,98,No,5,1,84
6008,3,91,Yes,7,1,74
6009,5,93,Yes,4,6,78
6010,1,50,Yes,4,2,21
6011,7,45,Yes,7,2,34
6012,9,60,No,4,6,54
6013,1,72,No,4,7,47
6014,2,58,No,5,6,36
6015,3,78,Yes,4,2,53
6016,3,63,No,4,2,45
6017,8,57,Yes,7,6,52
6018,7,74,Yes,4,2,66
6019,6,91,Yes,9,1,79
6020,4,82,No,6,6,63
6021,9,76,No,6,2,72
6022,1,58,No,7,4,33
6023,2,92,No,6,6,70
6024,4,63,Yes,5,1,47
6025,3,95,No,9,7,73
6026,1,73,Yes,9,1,50
6027,5,61,Yes,7,3,48
6028,7,43,Yes,4,3,33
6029,2,96,Yes,6,7,72
6030,5,49,Yes,5,0,31
6031,6,41,Yes,7,8,32
6032,7,47,Yes,7,5,34
6033,1,72,No,4,3,41
6034,7,98,No,8,5,91
6035,4,77,Yes,6,5,61
6036,8,82,No,5,8,75
6037,4,98,No,7,3,80
6038,6,67,No,6,7,57
6039,9,49,No,5,0,46
6040,5,84,Yes,9,5,71
6041,4,40,No,9,4,21
6042,8,73,Yes,5,2,69
6043,9,42,Yes,9,3,37
6044,4,48,No,7,7,32
6045,3,44,No,6,9,26
6046,8,81,Yes,5,1,74
6047,5,49,Yes,7,7,34
6048,2,51,No,6,6,24
6049,9,57,No,6,0,53
6050,3,97,Yes,7,1,74
6051,2,60,No,6,6,37
6052,1,60,Yes,8,2,31
6053,8,40,Yes,5,1,29
6054,3,42,Yes,5,0,21
6055,7,44,Yes,6,6,37
6056,1,64,No,7,2,37
6057,1,97,Yes,4,5,73
6058,9,88,Yes,9,9,87
6059,8,47,No,6,7,45
6060,3,56,No,4,5,32
6061,6,48,Yes,6,6,35
6062,3,71,No,4,5,52
6063,4,45,No,6,6,27
6064,1,88,Yes,7,4,65
6065,5,79,No,9,8,64
6066,1,60,No,4,2,30
6067,1,46,No,8,5,22
6068,7,46,No,7,8,35
6069,6,86,No,9,0,72
6070,2,78,Yes,6,4,55
6071,2,93,No,4,3,71
6072,7,66,Yes,9,8,60
6073,1,47,Yes,5,0,19
6074,2,48,No,7,3,25
6075,8,67,No,4,0,55
6076,6,54,No,7,2,41
6077,2,41,No,4,3,17
6078,7,46,No,5,0,36
6079,4,86,No,8,4,71
6080,2,57,No,5,5,35
6081,6,61,No,6,0,48
6082,9,89,No,7,9,82
6083,9,49,No,8,9,48
6084,8,93,No,7,3,86
6085,3,89,No,9,3,69
6086,3,72,Yes,4,0,50
6087,2,46,No,6,1,22
6088,5,42,Yes,6,9,25
6089,4,53,Yes,7,4,33
6090,7,83,No,6,1,71
6091,4,85,Yes,7,2,70
6092,9,75,No,4,8,71
6093,2,52,No,4,4,28
6094,6,55,Yes,7,0,44
6095,7,55,No,5,4,46
6096,4,93,Yes,5,2,76
6097,6,44,Yes,4,0,29
6098,7,91,No,8,2,84
6099,4,64,Yes,5,5,47
6100,8,77,Yes,7,9,70
6101,9,77,No,4,4,73
6102,1,89,Yes,6,0,63
6103,7,77,No,6,1,68
6104,9,78,No,5,4,74
6105,5,95,No,8,8,82
6106,2,95,No,9,4,77
6107,6,87,Yes,5,4,77
6108,7,80,No,8,0,71
6109,2,65,Yes,5,4,39
6110,2,98,Yes,6,7,77
6111,1,52,No,8,8,25
6112,4,83,No,6,9,63
6113,7,90,No,7,2,80
6114,9,65,Yes,7,3,62
6115,3,94,No,4,6,75
6116,7,94,Yes,6,6,88
6117,7,40,No,6,0,31
6118,7,47,No,4,5,36
6119,2,43,Yes,7,8,21
6120,6,60,Yes,7,4,50
6121,2,61,No,8,7,40
6122,6,90,No,8,9,81
6123,3,92,No,9,8,75
6124,2,97,Yes,7,9,76
6125,6,76,No,9,9,66
6126,2,88,No,5,2,59
6127,5,42,Yes,6,0,26
6128,2,58,No,8,1,33
6129,3,40,Yes,5,4,19
6130,3,68,Yes,8,9,49
6131,6,62,No,4,6,50
6132,6,72,No,6,5,56
6133,3,94,Yes,9,3,74
6134,3,91,Yes,9,8,72
6135,1,80,No,8,3,53
6136,7,62,Yes,,2,60
6137,8,44,Yes,9,4,35
6138,2,46,No,4,3,22
6139,4,96,Yes,4,1,80
6140,7,97,Yes,7,2,88
6141,8,45,Yes,4,6,39
6142,1,88,Yes,6,1,63
6143,4,61,Yes,8,0,44
6144,6,88,Yes,4,1,72
6145,3,52,No,6,7,33
6146,5,51,No,7,7,39
6147,9,43,No,8,9,45
6148,3,47,No,7,1,23
6149,5,76,Yes,8,5,63
6150,8,70,No,4,6,63
6151,6,76,Yes,4,0,63
6152,4,84,No,8,6,64
6153,8,65,Yes,6,7,62
6154,3,82,No,6,8,64
6155,3,47,Yes,6,7,28
6156,4,79,No,5,2,60
6157,9,72,No,9,7,70
6158,5,84,No,9,2,70
6159,8,68,No,9,5,60
6160,6,44,No,6,3,33
6161,3,67,Yes,4,6,46
6162,8,92,No,5,7,88
6163,9,79,Yes,6,9,78
6164,8,56,No,4,5,47
6165,4,94,No,5,9,75
6166,6,62,No,4,3,51
6167,1,84,Yes,8,7,61
6168,4,48,No,4,6,29
6169,8,41,No,5,9,36
6170,1,71,Yes,6,7,44
6171,3,90,Yes,9,9,75
6172,1,91,Yes,5,6,63
6173,9,88,Yes,6,2,85
6174,2,70,No,6,2,46
6175,9,46,Yes,7,8,44
6176,4,69,Yes,8,6,55
6177,2,97,No,7,0,76
6178,4,42,Yes,9,2,25
6179,6,90,Yes,5,0,74
6180,7,90,Yes,7,5,79
6181,3,95,No,9,1,75
6182,3,48,Yes,6,6,28
6183,8,49,Yes,5,7,44
6184,5,85,Yes,7,5,72
6185,4,89,No,4,4,72
6186,7,97,No,9,9,94
6187,7,86,Yes,9,3,79
6188,9,65,No,8,8,64
6189,9,40,Yes,4,7,35
6190,5,69,No,5,4,54
6191,8,96,No,7,0,90
6192,1,77,Yes,6,7,52
6193,9,54,Yes,7,7,50
6194,8,64,Yes,5,6,58
6195,6,45,No,5,6,33
6196,3,57,Yes,5,7,38
6197,3,40,No,5,0,17
6198,8,95,No,9,2,90
6199,5,42,Yes,7,3,32
6200,7,56,No,4,5,46
6201,5,87,No,6,9,76
6202,8,47,Yes,6,9,45
6203,4,99,No,8,8,81
6204,2,88,No,9,3,66
6205,3,79,Yes,5,5,59
6206,8,56,Yes,5,8,54
6207,7,64,Yes,5,8,59
6208,2,80,No,9,5,55
6209,6,51,No,4,4,36
6210,9,68,No,5,2,66
6211,4,64,Yes,8,4,47
6212,9,90,No,8,2,89
6213,2,75,No,4,4,50
6214,2,92,No,9,9,69
6215,9,93,Yes,5,9,94
6216,7,64,Yes,7,0,54
6217,7,68,Yes,7,5,60
6218,1,50,No,6,6,22
6219,6,99,No,4,1,84
6220,7,43,Yes,7,2,34
6221,6,53,Yes,6,9,40
6222,6,85,No,8,8,78
6223,2,77,Yes,6,7,56
6224,6,56,No,5,3,45
6225,4,41,Yes,5,7,23
6226,9,47,Yes,8,7,45
6227,1,75,Yes,4,5,50
6228,8,49,No,9,0,37
6229,5,46,Yes,5,1,29
6230,1,75,No,5,3,44
6231,4,55,Yes,6,3,38
6232,1,53,Yes,6,1,24
6233,6,55,No,6,8,43
6234,2,64,No,7,1,39
6235,5,80,Yes,8,5,70
6236,7,43,No,4,4,37
6237,2,68,Yes,6,3,47
6238,6,95,No,4,5,85
6239,6,45,No,6,3,32
6240,5,40,Yes,5,8,24
6241,5,78,Yes,4,9,60
6242,3,40,No,7,6,20
6243,2,90,No,6,2,66
6244,7,79,Yes,9,9,74
6245,1,96,No,8,3,70
6246,6,42,No,5,0,25
6247,6,40,No,6,5,25
6248,3,40,No,4,1,20
6249,2,78,Yes,6,3,59
6250,2,60,Yes,5,4,33
6251,9,84,No,8,7,81
6252,,69,No,8,2,51
6253,7,71,Yes,8,5,64
6254,5,72,No,9,0,58
6255,7,87,No,5,8,78
6256,4,61,No,9,0,43
6257,8,69,No,9,1,64
6258,7,93,No,6,0,85
6259,5,85,Yes,5,7,73
6260,6,43,No,5,3,32
6261,5,62,No,6,1,46
6262,7,94,No,7,6,85
6263,2,83,Yes,9,7,64
6264,5,64,No,8,8,50
6265,3,51,No,4,4,29
6266,9,56,Yes,9,2,53
6267,6,92,Yes,4,0,83
6268,3,54,Yes,6,7,36
6269,7,49,Yes,4,5,37
6270,4,74,No,7,4,57
6271,3,94,No,5,6,75
6272,8,91,No,8,4,84
6273,4,91,Yes,4,3,74
6274,1,68,No,4,4,40
6275,6,51,Yes,6,6,37
6276,1,40,Yes,6,5,11
6277,5,40,No,5,9,28
6278,7,49,Yes,8,9,40
6279,6,57,Yes,4,8,47
6280,2,86,No,5,9,65
6281,4,41,No,8,1,22
6282,2,88,Yes,5,6,66
6283,1,47,No,4,0,19
6284,3,61,No,6,7,43
6285,3,61,Yes,6,3,41
6286,7,65,Yes,6,7,56
6287,1,65,No,7,7,42
6288,9,48,No,5,3,45
6289,6,60,Yes,4,3,46
6290,4,70,No,5,4,51
6291,3,91,Yes,6,6,74
6292,3,82,Yes,9,5,67
6293,2,45,No,9,0,21
6294,2,95,No,5,5,73
6295,5,53,No,8,2,39
6296,9,72,No,9,8,69
6297,2,46,No,9,2,24
6298,2,63,Yes,5,8,36
6299,6,48,No,7,4,38
6300,2,50,Yes,7,9,29
6301,4,95,No,6,7,72
6302,6,62,Yes,4,8,48
6303,5,87,No,8,8,71
6304,1,90,No,4,6,61
6305,6,41,Yes,4,9,29
6306,1,54,No,8,0,31
6307,3,74,No,7,7,56
6308,5,75,Yes,9,6,62
6309,5,91,Yes,6,3,78
6310,6,93,Yes,5,5,83
6311,8,67,No,7,9,65
6312,5,78,Yes,6,1,65
6313,1,83,Yes,9,3,59
6314,5,43,No,7,7,26
6315,3,49,No,8,3,32
6316,4,45,No,4,9,27
6317,8,96,No,8,3,89
6318,7,69,No,9,3,57
6319,5,93,No,5,9,77
6320,2,85,Yes,8,8,65
6321,6,74,Yes,9,1,63
6322,6,88,No,4,6,78
6323,6,82,Yes,7,2,74
6324,9,49,Yes,6,3,41
6325,8,97,Yes,9,0,90
6326,8,92,Yes,9,2,88
6327,1,71,No,5,1,47
6328,5,81,No,7,9,66
6329,7,81,Yes,9,6,75
6330,6,42,No,9,5,29
6331,5,95,Yes,6,0,80
6332,8,65,Yes,4,7,59
6333,3,54,No,8,8,34
6334,6,56,Yes,7,0,47
6335,5,66,No,6,4,53
6336,8,57,No,6,6,50
6337,4,90,No,8,1,72
6338,8,58,No,7,5,54
6339,2,51,No,7,7,28
6340,,63,No,4,7,59
6341,9,44,No,7,9,40
6342,6,63,No,9,9,55
6343,4,66,No,8,7,49
6344,4,87,Yes,7,5,70
6345,6,69,No,4,5,57
6346,5,54,Yes,6,2,39
6347,6,86,No,,1,75
6348,7,98,Yes,7,4,87
6349,7,77,No,8,8,70
6350,9,83,No,7,3,76
6351,8,73,No,5,4,68
6352,6,66,Yes,4,5,53
6353,6,59,Yes,6,5,48
6354,5,80,No,5,3,63
6355,1,71,Yes,8,3,47
6356,9,43,No,7,7,38
6357,9,44,Yes,4,4,43
6358,9,92,Yes,9,4,90
6359,8,97,Yes,7,8,95
6360,3,47,No,7,3,24
6361,1,61,Yes,7,6,35
6362,8,81,Yes,9,4,75
6363,,46,No,7,8,37
6364,5,61,No,4,7,46
6365,7,85,Yes,9,7,80
6366,4,,Yes,9,9,55
6367,9,76,No,5,9,71
6368,2,55,No,8,2,32
6369,9,54,No,9,8,51
6370,9,44,No,5,7,43
6371,5,42,No,4,2,23
6372,1,62,Yes,8,9,37
6373,7,49,No,9,0,40
6374,4,44,No,6,4,24
6375,9,62,Yes,5,3,60
6376,6,54,No,4,7,44
6377,3,57,No,4,5,34
6378,6,64,No,4,9,51
6379,6,47,Yes,8,4,39
6380,5,70,No,7,8,57
6381,2,60,No,6,5,36
6382,2,41,No,8,2,16
6383,7,61,No,8,5,52
6384,2,47,Yes,9,3,25
6385,6,62,Yes,5,4,51
6386,5,71,No,6,5,56
6387,4,47,No,4,8,27
6388,7,43,No,8,2,33
6389,8,69,No,6,0,60
6390,4,58,No,5,1,39
6391,1,62,No,7,7,41
6392,1,57,No,6,3,35
6393,1,92,Yes,4,6,67
6394,1,68,No,8,1,39
6395,5,62,Yes,7,9,51
6396,4,72,Yes,5,7,56
6397,9,91,No,4,9,93
6398,3,86,Yes,7,8,68
6399,7,57,Yes,9,6,49
6400,8,93,Yes,9,9,88
6401,6,83,No,5,0,72
6402,1,72,Yes,4,1,44
6403,8,46,Yes,8,8,41
6404,3,90,No,5,9,69
6405,8,67,No,7,6,66
6406,4,40,Yes,4,2,20
6407,8,95,No,9,4,92
6408,1,78,No,9,0,53
6409,3,73,Yes,6,9,50
6410,6,78,Yes,4,2,70
6411,9,58,Yes,7,3,51
6412,2,70,No,7,3,45
6413,1,52,Yes,6,6,25
6414,3,96,Yes,7,4,75
6415,4,63,No,4,8,45
6416,5,44,No,9,6,29
6417,3,62,No,5,1,43
6418,2,58,No,9,7,38
6419,2,40,Yes,9,1,16
6420,7,72,Yes,4,6,61
6421,9,98,Yes,7,4,95
6422,2,89,No,6,9,65
6423,7,95,Yes,6,5,85
6424,7,72,No,8,3,66
6425,7,71,No,6,4,61
6426,3,98,No,6,4,79
6427,7,67,Yes,7,6,59
6428,1,76,No,5,3,52
6429,1,80,Yes,5,4,56
6430,5,51,Yes,7,3,37
6431,2,48,Yes,6,3,29
6432,9,89,No,4,7,84
6433,7,94,Yes,9,4,87
6434,4,50,Yes,9,8,36
6435,4,72,No,5,4,56
6436,2,58,Yes,7,7,34
6437,5,93,No,4,2,77
6438,4,96,Yes,6,6,80
6439,1,81,No,7,0,59
6440,8,73,No,5,4,68
6441,3,46,No,4,1,26
6442,6,70,No,4,7,57
6443,4,91,No,5,5,72
6444,9,41,Yes,4,4,36
6445,7,58,Yes,9,2,51
6446,9,77,Yes,5,0,76
6447,3,71,Yes,9,9,51
6448,1,49,No,7,9,28
6449,5,80,No,8,9,69
6450,3,47,Yes,6,9,30
6451,6,65,No,7,7,56
6452,8,69,Yes,9,4,64
6453,4,50,No,6,8,33
6454,5,80,No,6,6,67
6455,5,59,Yes,9,0,45
6456,4,99,Yes,9,0,84
6457,4,59,No,5,6,40
6458,4,48,Yes,8,6,33
6459,4,47,Yes,9,8,31
6460,4,99,Yes,6,1,81
6461,5,54,Yes,6,6,38
6462,2,73,No,7,1,48
6463,2,63,No,8,9,39
6464,9,72,No,8,9,71
6465,2,80,No,6,1,55
6466,6,80,Yes,8,4,70
6467,2,84,Yes,7,8,65
6468,5,79,Yes,5,8,65
6469,4,66,No,6,9,49
6470,7,60,No,4,0,49
6471,7,44,No,6,6,35
6472,6,74,No,6,9,62
6473,5,60,Yes,5,9,48
6474,1,43,Yes,9,2,18
6475,3,88,Yes,9,9,70
6476,9,87,No,4,9,83
6477,1,55,No,4,0,29
6478,5,96,No,4,1,79
6479,2,70,No,9,5,49
6480,4,65,No,5,9,49
6481,1,91,No,8,1,63
6482,3,74,Yes,4,1,50
6483,7,45,No,8,3,36
6484,3,72,No,7,2,53
6485,4,60,No,5,7,39
6486,2,55,Yes,8,7,32
6487,3,86,Yes,9,5,69
6488,9,78,No,9,3,74
6489,3,73,Yes,4,6,55
6490,5,81,Yes,4,8,72
6491,2,96,Yes,8,1,72
6492,4,99,No,9,5,86
6493,7,54,Yes,8,6,47
6494,7,45,Yes,7,0,34
6495,3,41,Yes,5,5,24
6496,5,63,No,9,7,51
6497,1,95,Yes,6,6,73
6498,1,88,No,9,1,68
6499,5,67,Yes,7,1,52
6500,9,40,No,9,3,38
6501,1,40,No,7,4,11
6502,1,67,No,9,4,41
6503,4,75,No,7,1,57
6504,4,59,No,4,6,41
6505,2,87,Yes,8,7,62
6506,9,47,Yes,9,1,48
6507,9,40,Yes,5,3,37
6508,2,65,No,4,2,41
6509,9,90,No,7,3,91
6510,6,82,No,5,4,73
6511,8,88,Yes,4,5,82
6512,4,64,No,6,1,44
6513,2,49,No,9,9,29
6514,2,51,No,9,5,32
6515,9,80,No,7,8,78
6516,1,46,Yes,4,7,21
6517,7,51,No,4,0,43
6518,3,86,No,7,8,69
6519,3,79,No,6,9,56
6520,2,56,No,9,1,31
6521,6,44,Yes,8,0,36
6522,2,53,No,6,5,30
6523,4,73,Yes,7,0,56
6524,9,87,Yes,,5,87
6525,9,56,No,4,1,54
6526,6,74,No,6,6,61
6527,4,94,Yes,6,6,77
6528,7,40,No,9,3,30
6529,1,98,No,9,1,69
6530,4,89,Yes,8,6,74
6531,5,89,Yes,4,0,72
6532,8,75,Yes,6,1,71
6533,2,54,Yes,8,1,30
6534,5,99,Yes,6,0,82
6535,6,58,Yes,9,8,51
6536,5,90,No,4,5,76
6537,9,81,No,4,2,76
6538,1,44,No,5,5,17
6539,3,58,No,8,6,40
6540,2,82,No,9,2,63
6541,3,78,No,9,3,60
6542,9,44,No,9,9,44
6543,9,91,No,7,0,87
6544,2,51,No,6,5,27
6545,3,58,Yes,4,5,30
6546,4,86,Yes,6,8,68
6547,9,51,No,6,1,44
6548,3,75,No,7,4,53
6549,7,51,Yes,4,4,40
6550,3,57,Yes,5,6,36
6551,7,88,Yes,9,4,79
6552,7,90,No,8,9,86
6553,9,87,Yes,6,3,85
6554,2,82,Yes,7,9,61
6555,6,73,Yes,7,1,63
6556,9,87,No,8,7,82
6557,2,72,Yes,8,4,47
6558,2,88,No,4,3,66
